id,searched_keywords,searched_location,profile_crawled,title,currated_title,company,location,description,seniority,employent_type,job_function,industry
security officer at next bodyguard protection ltd 2561579578,Security Guard,"London, England, United Kingdom",TRUE,Security Officer,security_guard,,"London, England, United Kingdom",,,,,
security officer at pez security limited 2595065227,Security Guard,"London, England, United Kingdom",TRUE,security officer,security_guard,Pez Security Limited,"London, England, United Kingdom",,,,,
security officer at savills 2580196726,Security Guard,"London, England, United Kingdom",TRUE,Security Officer,security_guard,Savills,"London, England, United Kingdom",,,,,
security officer at pertemps tm 2550856984,Security Guard,"London, England, United Kingdom",TRUE,Security Officer,security_guard,,"London, England, United Kingdom",,,,,
security officer at mitie 2598646125,Security Guard,"London, England, United Kingdom",TRUE,Security Officer,security_guard,Mitie,"London, England, United Kingdom","To protect our customer’s property, people and/or assets by providing security services in direct accordance with the sites published Assignment Instructions (AI’s) and any subsequent changes.Delivering results that meet and / or exceed the Key performance indicators / Service Level Agreement for the customer through full responsibility and accountability, providing a service that aids in the retention of the contract.To undertake additional training to ensure continuous self-development.To be aware of and ensure compliance with all aspects of policies and relevant legal and regulatory requirements as directed by the Security Account Manager and in accordance with UK Law and Guidance bodies.Fully and satisfactorily complete all of the tasks and duties on site as defined within the published Assignment Instructions (AI’s).Proactively refer to and review the published Assignment Instructions, thus familiarising oneself with any changes in order to suggest additional amendments that will improve or enhance the current level of service.To be compliant with Industry and Statutory Legislation (you are required to obtain a front-line licence in either Security Guarding or Door Supervision), which must be worn at all times whilst carrying out your duties. The Customer also requires a CCTV PSS SIA Licence. There are also additional courses that are contracturally required.Comply with legal obligations and safety requirements of the role.Follow instructions and procedures appropriately without unnecessarily challenging authorityWork in a systematic, methodology and orderly way.Fully and satisfactorily complete all required competency training.To undertake additional training to ensure continuous self-development as directed by the Security Account Manager.Use technology to achieve key work objectives and develop job knowledge and expertise through continual professional development.You are required to ensure you renew your licence 16 weeks before expiry.Look out for, and to immediately report, any Health & Safety hazards, or potential hazards, on site.Stay alert to any threats or changes within the work environment in order to take the appropriate action to reduce the chance of disruption, loss or damage.Use common sense and initiative by immediately involving others if a situation appears to become threatening.To maintain professional conduct in the face of difficult situations and challenging customersComplete an accurate, detailed notebook entry as soon as possible after any incident, which can then be used as part of the Incident Report process.Keep to schedules and demonstrate commitment to Mitie and the Client.To ensure check calls are being carried out at the allocated time slot as stipulated in the Assignment Instructions (AI’s).To call emergency services and Communication Centre to report all incidents.Previous Security ExperienceSIA LicenseSC Clearance desirable",,,,
security officer at mandarin oriental london 2577979987,Security Guard,"London, England, United Kingdom",TRUE,Security Officer,security_guard,,"London, England, United Kingdom","Be intimately knowledgeable of FLHSS (Fire, Life, Health, Safety, and Security) related rules and regulations pertaining to One Hyde Park Residences and all shared areas with the Management Company  Be proficient in obtaining witness statements, writing incident reports via software provided.  Record all relevant incidents in the Occurrence Book.  Comply with the Code of Practice for Security Staff.  To be trained in First Aid emergency techniques and fire safety.  Respond directly to all activations of access and panic alarms.  Provide security awareness training and information to Associates as and when required.  Conduct random audits in all departments to ensure the policy on key control is adhered to.  Investigate, administrate and report all accidents with an emphasis on incidents as legislated by RIDDOR.  Conduct daily hazard patrols, communicating findings to relevant Associates for action in compliance to One Hyde Park particular Risk Assessment strategies  Conduct regular patrols of the Complex with a particular emphasis is on public areas and means of escape.  Ensure that One Hyde Park grooming standards are consistently maintained  To ensure that each colleague performs to the required level of service in order to meet and exceed in-house residences and visitors expectations  To ensure that personal appearance and hygiene standards are an example for the team and reflect a professional image for our residences  Protection of residence’s and Management Company assets  Creation and provision of Lost and Found processes throughout the building  Set example for all colleagues to emulate by complying with all Management Company policies and procedures  To monitor and conduct surveillance on any malpractices on premises  To carry out any other reasonable requests as directed by your managerEnsuring that any employed CCTV/work-related security and surveillance systems are professionally operated at all times when assigned and to relay all pertinent information to the Supervisor or Security Manager  Not to release any CCTV footage to third party/law enforcement agency without court orderPrevious relevant experience in a position within Safety & Security Services  Excellent communication skills in all aspects  Must possess excellent organisational and administrative skills, good working knowledge of Microsoft Word/Excel/Outlook  Confident, approachable, professional, and able to use diplomacy to handle different situations  To be passionate about delivering the very best service for your residents  Flexible work hours including night shift to meet the demands of a 24-hour operation.CCTV, Defib and First Aid certifications  Additional languages would be beneficial  Previous experience in luxury hotel or residences",,,,
security officer at savills 2580197648,Security Guard,,TRUE,Security Officer,security_guard,Savills,"London, England, United Kingdom",,,,,
security officer at security applications ltd 2601445603,Security Guard,"London, England, United Kingdom",TRUE,Security Officer,security_guard,,"London, England, United Kingdom",,,,,
security officer at axis group integrated services 2559521416,Social Security Specialist,,TRUE,Security Officer,security_guard,Axis Group Integrated Services,"Hatfield, England, United Kingdom","Greet all staff and visitors Assists with any enquiries External foot patrol Responding quickly and effectively to emergency  The implementation of Health and Safety, Fire Regulations and other in-house safety/environmental policies Always arrive for shift on time. Book on duty using the automated system as per section TBC on the contract AI’s. Provide full handover at end of shift Follow the directions of the Security Manager and Account Management Team. Wear the correct uniform for the duties in the correct way Ensure you have your valid SIA License and valid Company ID on display whilst on duty. Take the break for the prescribed time and no longer Assists occupiers, contractors, visitors and tourists with enquiries Keys distribution management  Maintain radio communications open at all times Ask for advice from the Site Security Manager or Account Management Team when uncertain Have a working knowledge of the Assignment Instructions Follow emergency procedures as required Check all electronic patrol points when on patrol Ensure personal and public safety in the carrying out of dutiesCurrent valid SIA license Full UK Driving License CCTV (Desirable) Knowledge of AIs Customer Focus Excellent IT Skills. Good Knowledge of Microsoft office.",Entry level,Full-time,"Other, Information Technology, and Management","Construction, Staffing and Recruiting, and Facilities Services"
security officer at ocs group uk 2573880995,Security Guard,"London, England, United Kingdom",TRUE,Security Officer,security_guard,OCS Group UK,"London, England, United Kingdom","Acting as a first line support to employees and visitors to site, providing a professional and friendly service. Fire, security and building systems monitoring. Service area barrier control and traffic management.Excellent communication skills, both written and verbal Experience of working within the Security Industry is an advantage SIA licence is essential Ability to work on own initiative A professional demeanour with sound judgement and integrity CCTV licence would be an advantage training can be given",,,,
security officer 4001 14 at rosewood london 2574101591,Social Security Specialist,,TRUE,Security Officer   400114,security_guard,Rosewood London,"London, England, United Kingdom",Assessing and reporting potential loss and safety situations within the hotel. Reporting and investigate all thefts and criminal offences in the hotel. Covering the Security control room and ensuring the key control system is used according to the company procedures. Patrolling the building by checking that all fire doors and escape routes are clear. Responding immediately to all Fire and DDA alarms and act in accordance with policy and procedures.The ability to work in a team and build relationships with others. Being able to take control of any unforseen situations involving safety and security matters. Possessing a SIA (Security Industry Authority) licence. Being able to handle confidential information.Competitive holiday allowance which increase with length of service 12 complimentary room nights and F&B discount worldwide Career development opportunities Free meals on duty Season ticket loan Involvement in Corporate Social Responsibility programmes and wellbeing activities,,,,
security officer 42 hrs a week dhl east midlands at compass uk 2591648095,Security Guard,"London, England, United Kingdom",TRUE,"Security Officer   42 hrs a week   DHL, East Midlands",security_guard,Compass UK,"London, England, United Kingdom","Excellent communication and interpersonal skills Determination and resilience Look smart and professional at all times The ability to remain calm under pressure Experience in a customer-facing role and able to deliver superb customer services Ability to handle high pressure situations Work independently from own initiative as well as part of a larger team Excellent eye for detail Flexible approach to work Understanding of relevant health & safety, Criminal laws and operations",Entry level,Part-time,"Other, Information Technology, and Management",Management Consulting
security officer days only at the british museum 2595098382,Security Guard,,TRUE,Security Officer   Days Only,security_guard,The British Museum,"London, England, United Kingdom","Experience and Knowledge of working in an operational security role. Excellent customer service skills Good written and verbal communication skills to understand visitor needs and respond appropriately. High level of awareness and responsiveness security situations Ability to effectively respond to emergency situations and undertake rapid response activities. Able to take responsibility for tasks, only escalating these where required. Ability to work cooperatively as a team and follow instructions and processes in routine and emergency situations.Membership of the civil service pension scheme Generous annual leave allowance Free entry to a wide range of museums and exhibitions Interest-free season ticket loan Professional and personal development opportunities Employee Assistance Programme Discounts on food and gift shop purchases",Entry level,Full-time,"Other, Information Technology, and Management","Nonprofit Organization Management, Education Management, and Government Administration"
security officer loss prevention at axis group integrated services 2554296865,Security Guard,"London, England, United Kingdom",TRUE,Security Officer   Loss Prevention,security_guard,Axis Group Integrated Services,"London, England, United Kingdom","Punctuality:- Arrives before the shift start time, books on duty and is active on site at the shift start time, complying with ‘Assignment Instructions’. Communication:- Is polite at all times, demonstrates quality customer service, has the ability to communicate clearly and concisely. Escalates any issues of concern or risk to the relevant management. Deters Crime:- Appears focused and alert, seeks to identify potential risks and takes action to mitigate any threat. Maintains DOB:- Completes an entry for each day, documents licence declaration, records breaks and all relevant daily operational information. Dress Code:- Is dressed in required uniform including correct shoes. Maintains good personal hygiene and cleanliness of uniform.Be smart and well presented at all times Have an SIA SG/DS/CP licence and SIA CCTV licence. Be polite, helpful and diligent, with a ‘can do’ ethos Have excellent communication skills, both written and verbal Be able to provide the highest standard in customer service Have previous experience in the security industry Be flexible and reliable to meet the role requirements Have a calm personality capable of controlling difficult situations Be able to work without supervision and also as a member of a team Have a full five year checkable work history and required documentation to be vetted",Entry level,Full-time,"Other, Information Technology, and Management","Construction, Staffing and Recruiting, and Facilities Services"
security officer part time at mitie 2553728278,Security Guard,"London, England, United Kingdom",TRUE,Security Officer   Part Time,security_guard,Mitie,"London, England, United Kingdom","To protect our customer’s property, people and/or assets by providing security services in direct accordance with the sites published Assignment Instructions (AI’s) and any subsequent changes.Delivering results that meet and / or exceed the Key performance indicators / Service Level Agreement for the customer through full responsibility and accountability, providing a service that aids in the retention of the contract.To undertake additional training to ensure continuous self-development.To be aware of and ensure compliance with all aspects of policies and relevant legal and regulatory requirements as directed by the Security Account Manager and in accordance with UK Law and Guidance bodies.Fully and satisfactorily complete all of the tasks and duties on site as defined within the published Assignment Instructions (AI’s).Proactively refer to and review the published Assignment Instructions, thus familiarising oneself with any changes in order to suggest additional amendments that will improve or enhance the current level of service.To be compliant with Industry and Statutory Legislation (you are required to obtain a front-line licence in either Security Guarding or Door Supervision), which must be worn at all times whilst carrying out your duties. The Customer also requires a CCTV PSS SIA Licence. There are also additional courses that are contracturally required.Comply with legal obligations and safety requirements of the role.Follow instructions and procedures appropriately without unnecessarily challenging authorityWork in a systematic, methodology and orderly way.Provide a high level of customer service in line with the building and company expectation.Fully and satisfactorily complete all required competency training.To undertake additional training to ensure continuous self-development as directed by the Security Account Manager.Use technology to achieve key work objectives and develop job knowledge and expertise through continual professional development.You are required to ensure you renew your licence 16 weeks before expiry.Look out for, and to immediately report, any Health & Safety hazards, or potential hazards, on site.Stay alert to any threats or changes within the work environment in order to take the appropriate action to reduce the chance of disruption, loss or damage.Use common sense and initiative by immediately involving others if a situation appears to become threatening.To maintain professional conduct in the face of difficult situations and challenging customersComplete an accurate, detailed notebook entry as soon as possible after any incident, which can then be used as part of the Incident Report process.Keep to schedules and demonstrate commitment to Mitie and the Client.To ensure check calls are being carried out at the allocated time slot as stipulated in the Assignment Instructions (AI’s).To call emergency services and Communication Centre to report all incidents.Previous Security ExperienceSIA License",,,,
security officer retail loss prevention at axis group integrated services 2554300317,Security Guard,"London, England, United Kingdom",TRUE,Security Officer   Retail Loss Prevention,security_guard,Axis Group Integrated Services,"London, England, United Kingdom","Punctuality: - Arrives before the shift start time, books on duty and is active on site at the shift start time, complying with ‘Assignment Instructions’. Communication: - Is polite at all times, demonstrates quality customer service, has the ability to communicate clearly and concisely. Escalates any issues of concern or risk to the relevant management. Deters Crime:- Appears focused and alert, seeks to identify potential risks and takes action to mitigate any threat. Maintains DOB:- Completes an entry for each day, documents license declaration, records breaks and all relevant daily operational information. Dress Code:- Is dressed in required uniform including correct shoes. Maintains good personal hygiene and cleanliness of uniform.Be smart and well presented at all times Have an SIA SG/DS/CP license and SIA CCTV license. Be polite, helpful and diligent, with a ‘can do’ ethos Have excellent communication skills, both written and verbal Be able to provide the highest standard in customer service Have previous experience in the security industry Be flexible and reliable to meet the role requirements Have a calm personality capable of controlling difficult situations Be able to work without supervision and also as a member of a team Have a full five year checkable work history and required documentation to be vetted",Entry level,Full-time,"Other, Information Technology, and Management","Construction, Staffing and Recruiting, and Facilities Services"
security officer retail loss prevention at axis group integrated services 2579707285,Security Guard,"London, England, United Kingdom",TRUE,Security Officer   Retail Loss Prevention,security_guard,Axis Group Integrated Services,"London, England, United Kingdom","Punctuality:- Arrives before the shift start time, books on duty and is active on site at the shift start time, complying with ‘Assignment Instructions’. Communication:- Is polite at all times, demonstrates quality customer service, has the ability to communicate clearly and concisely. Escalates any issues of concern or risk to the relevant management. Deters Crime:- Appears focused and alert, seeks to identify potential risks and takes action to mitigate any threat. Maintains DOB:- Completes an entry for each day, documents licence declaration, records breaks and all relevant daily operational information. Dress Code:- Is dressed in required uniform including correct shoes. Maintains good personal hygiene and cleanliness of uniform.Be smart and well presented at all times Have an SIA SG/DS/CP licence and SIA CCTV licence. Be polite, helpful and diligent, with a ‘can do’ ethos Have excellent communication skills, both written and verbal Be able to provide the highest standard in customer service Have previous experience in the security industry Be flexible and reliable to meet the role requirements Have a calm personality capable of controlling difficult situations Be able to work without supervision and also as a member of a team Have a full five year checkable work history and required documentation to be vetted",Entry level,Full-time,"Other, Information Technology, and Management","Construction, Staffing and Recruiting, and Facilities Services"
security officer security at the ned 2584213390,Security Guard,"London, England, United Kingdom",TRUE,Security Officer   Security,security_guard,The Ned,"London, England, United Kingdom",One of the most competitive salaries in the industry  28 paid holidays per annum inclusive of bank holidays  Complimentary meals on duty  Amazing learning and development programs  Discounted rates at The Ned  Fantastic career growth opportunities,Entry level,Full-time,"Other, Information Technology, and Management","Restaurants, Food & Beverages, and Hospitality"
security officer the london edition at renaissance savery hotel 2589664088,Security Guard,"London, England, United Kingdom",TRUE,Security Officer   The London EDITION,security_guard,,"London, England, United Kingdom",Patrols of propertyAssisting with guestsMonitoring and responding to alarmsLocking property entrances when required and being responsible for keysConducting daily physical hazard inspectionsRespond to accidents and contacting EMS or administering first aid/CPR as requiredAssisting guests/employees during emergency situationsReport to scenes of accidents/incidents and complete reports where applicable Resolve safety hazard situationsEscorting any unwelcome persons from the property without interrupting the orderly flow of property operationCompleting security shift summary/daily activity report,,,,
security officer mobile at allander security ltd 2560040679,Security Guard,,TRUE,Security Officer Mobile,security_guard,Allander Security Ltd,"North Lanarkshire, Scotland, United Kingdom",,,,,
security officer retail at axis group integrated services 2554297635,Security Guard,,TRUE,Security Officer Retail,security_guard,Axis Group Integrated Services,"London, England, United Kingdom","Punctuality:- Arrives before the shift start time, books on duty and is active on site at the shift start time, complying with ‘Assignment Instructions’. Communication:- Is polite at all times, demonstrates quality customer service, has the ability to communicate clearly and concisely. Escalates any issues of concern or risk to the relevant management. Deters Crime:- Appears focused and alert, seeks to identify potential risks and takes action to mitigate any threat. Maintains DOB:- Completes an entry for each day, documents licence declaration, records breaks and all relevant daily operational information. Dress Code:- Is dressed in required uniform including correct shoes. Maintains good personal hygiene and cleanliness of uniform.Be smart and well presented at all times Have an SIA SG/DS/CP licence and SIA CCTV licence. Be polite, helpful and diligent, with a ‘can do’ ethos Have excellent communication skills, both written and verbal Be able to provide the highest standard in customer service Have previous experience in the security industry Be flexible and reliable to meet the role requirements Have a calm personality capable of controlling difficult situations Be able to work without supervision and also as a member of a team Have a full five year checkable work history and required documentation to be vetted",Entry level,Full-time,"Other, Information Technology, and Management","Construction, Staffing and Recruiting, and Facilities Services"
security officer required at code red security 2552473203,Security Guard,,TRUE,Security Officer REQUIRED,security_guard,Code Red Security,"West Yorkshire, England, United Kingdom",,,,,
security officer x1 at axis group integrated services 2350444856,Social Security Specialist,,TRUE,Security Officer x1,security_guard,Axis Group Integrated Services,"Woking, England, United Kingdom","Punctuality: - Arrives before the shift start time, books on duty and is active on site at the shift start time, complying with ‘Assignment Instructions’. Communication: - Is polite at all times, demonstrates quality customer service, has the ability to communicate clearly and concisely. Escalates any issues of concern or risk to the relevant management. Deters Crime:- Appears focused and alert, seeks to identify potential risks and takes action to mitigate any threat. Maintains DOB:- Completes an entry for each day, documents license declaration, records breaks and all relevant daily operational information. Dress Code:- Is dressed in required uniform including correct shoes. Maintains good personal hygiene and cleanliness of uniform.Be smart and well presented at all times Have an SIA SG/DS/CP license and SIA CCTV license. Be polite, helpful and diligent, with a ‘can do’ ethos Have excellent communication skills, both written and verbal Be able to provide the highest standard in customer service Have previous experience in the security industry Be flexible and reliable to meet the role requirements Have a calm personality capable of controlling difficult situations Be able to work without supervision and also as a member of a team Have a full five year checkable work history and required documentation to be vetted",Entry level,Full-time,"Other, Information Technology, and Management","Construction, Staffing and Recruiting, and Facilities Services"
security officer relief at silverseal 2587367709,Security Guard,,TRUE,Security Officer  Relief,security_guard,Silverseal,"London Area, United Kingdom",,,,,
security officer security guard at 1st class protection ltd 2598363731,Security Guard,"London, England, United Kingdom",TRUE,Security Officer Security Guard,security_guard,,"London, England, United Kingdom",,,,,
security officers saturdays only at bouygues energies services uk 2585396584,Security Guard,,TRUE,Security Officers   Saturdays only,security_guard,Bouygues Energies & Services (UK),"Ealing, England, United Kingdom","To ensure the safety and security of the people and property across the estate, while providing a great customer experienceEnsure all visitors are greeted well and relevant security procedures carried outAssist with the all security operations, patrols, emergencies, and break coverRespond and investigate all emergency calls from the National Operation CentreConduct regular patrols and inspections (by vehicle and on foot) of the estate in accordance with site instructionsOperate within the confines of site assignment InstructionsReporting, logging and escalating incidents to relevant personnel, Helpdesk and/or National Operation CentreUse of access control and CCTV systemsSIA Security LicenceFirst Aid at Work accreditationFull UK Driver’s LicenceFlexible and positive attitude to work, with a customer-focused approachComputer literacy with strong communication skills (both verbal and written)",,,,
security officers wanted at silurian security services ltd 2600789401,Security Guard,,TRUE,SECURITY OFFICERS WANTED,security_guard,,"Rhymney, Wales, United Kingdom",,,,,
security officers london st paul s at universal security 2585517635,Security Guard,"London, England, United Kingdom",TRUE,"Security Officers, London, St Paul's",security_guard,Universal Security,"London, England, United Kingdom",,,,,
institute manager idrm at university of oxford 2584350251,Assessment Manager,,TRUE,"      Institute Manager, IDRM",other,University of Oxford,"Oxford, England, United Kingdom",,,,,
hot opportunity to teach english in china no experience needed E28093 new year new start new job21 at ef english first 2345251137,Dancer,"Farnborough, England, United Kingdom",TRUE," HOT Opportunity to Teach English in China No Experience Needed – New Year, New Start, New Job!",other,EF English First,"Reading, England, United Kingdom",,,,,
pharmacovigilance associate danish hungarian finnish german at primevigilance ltd 2560322154,Drug Safety Officer,"Farnborough, England, United Kingdom",TRUE," Pharmacovigilance Associate Danish, Hungarian, Finnish, German",other,PrimeVigilance Ltd.,"Guildford, England, United Kingdom","Assures and exerts activities leading to effective cooperation with clients in the area of ICSR ManagementContributes to achieving company´s goals and objectivesWorks under supervision of more experienced colleagueProviding support to other activities undertaken by the project team on behalf of the client and the companyPerforming activities in the scope of ICSR management unit within agreed extent and timeframe (including, but not limited to):Processing Individual Case Safety Reports (ICSRs) from all sources in compliance with applicable regulations, PrimeVigilance procedures and in accordance with client specific requirements and timelinesPerforming ICSR follow upSAE/SUSAR Management (unblinding, clinical trial reconciliation, protocol review, Safety Management Plan review)Reconciliation (clinical, partners)Product Quality Complaint handling and interaction with Quality AssuranceMedical Information interactionDatabase Outputs and Reports (including data for monthly reporting to clients)Interested in pursuing a career in pharmacovigilanceLife Science degree Fluency in English and Native/equivalent either of the following: German, Danish, Finnish, Hungarian)Knowledge of additional foreign language is an advantageGood IT skills (MS Office)People who are excited to learn and contribute to patient safetyExcellent organization skills with attention to detailExcellent interpersonal and communication skillsFull-time positionPharmacovigilance and other professional trainingsVarious directions of career developmentCompetitive salary and benefitsVery interesting job within a friendly international (EU) team of young highly educated peopleIf you would like to be considered for this opportunity, please send your application electronically enclosing your English CV. Due to high a volume of applications only short-listed candidates will be contacted.",,,,
senior project manager business transformation E28093 knowledge management pmo at baker mckenzie 2536251380,Knowledge Manager,"London, England, United Kingdom",TRUE," Senior Project Manager, Business Transformation – Knowledge Management PMO",other,Baker McKenzie,"London, England, United Kingdom","Manage global, multi-dimensional projects, including pre-defined solutions, continuing to shape them and partner with various stakeholders to pilot and implement these initiatives against programme timelinesLiaise and build relationships with Functional Leadership, Partners, Executive Leadership and PBS teamsProvide deep functional knowledge and demonstrated experience of global change programsIdentify and allocate resources, both people and material, as necessary for successful implementationManage Functional project teams and provide overall direction and coordination of the project management effort and associated activities for service(s) within the FunctionCreate and manage project deliverables and prevailing decisions. including charters, scope definition, project plans, resource plans, project schedules, status reports, project dashboards, ensuring compliance against agreed project framework, methodologies and governanceProvide proactive and effective stakeholder management, including organisational change, communications, training and organisational engagement; analyse and adapt key collateral for individual audiencesEfficiently deliver projects of the highest quality and meet, exceed stakeholder needs and expectationsConduct risk and issue management, with a strong focus on the identification, analysis, response and escalation of key project risks; communicate risk effectively in order to protect project scheduleManage both the business sponsorship and technology team aspects of projects, working together with the Technology Function as / when requiredEnsure project quality and compliance through effective integration into the PMO and the adherence to established standards and methodologyCollaborate for results and become a respected leaderFocus on value-based outcomes both quantitatively and qualitativelyExtensive experience in project management within a consultancy firm, professional services, or legal is essential and Consulting experience is preferredBachelor’s degree related to business and/or a related field or equivalent work experienceSpecific experience in Knowledge Management and /or a legal environment is highly desirableTechnical experience is preferred with a special interest in business transformation, and extensive experience in a wide range of diverse business projectsExcellent collaboration skills and comfortable with an agile and iterative development process that includes accepting and managing feedback from various stakeholdersAffiliative, respectful, with strong presentation skills that influence the fact, reason and vision, be trustworthy, and dependableLeadership experience on projects regarding managing business sponsorship, budget, customer expectations, and project plans through executionExcellent communication skills with both team members and internal business constituents and comfortable mediating between stakeholder needs, business objectives, and technical feasibilityRelationship building, gaining consensus, and adoption methodsStrong experience in managing stakeholders at all levels of the organisation, has gravitas with senior leadership and is able to tailor and target communications appropriatelyContinued drive for excellence and high quality, despite frequent iterations, changes in priority, scope and stakeholdersProject Management Professional or PRINCE2 Practitioner certification preferredExperience with ServiceNow PPM, Microsoft Project, Visio, MS Office applications, project management processes, tools, and applicationsHigh level of attention to detailTravel may be required to Firm Meetings and other Firm offices to meet implementation deliverables (up to 15% at crucial peak times).",,,,
technical security specialist remote C2A355 000 C2A370 000 at locke and mccloud 2561555698,Social Security Specialist,,TRUE," Technical Security Specialist REMOTE £55,000 £70,000",other,Locke and McCloud,"Birmingham, England, United Kingdom","Advising departments and projects on relevant technical security controls and configurations.Developing relationships with internal stakeholders both locally and globally through the business and communicate with the GRC team to create solutions that are compliant with various standards and frameworks.Maintain alignments and compliance with the relevant security frameworks3+ years experience in information security with an understanding of one or more of the following: Perimeter Security, Network Security, Endpoint Security, Email Security, Advanced Threat Prevention, Protection Monitoring, Data Loss Prevention, Cloud Security, Identity & Access Control Management.In-depth understanding of Cyber Security risks associated with various technologies.Knowledge of GRC frameworks, ideally ISO27001 and/or Cyber Essentials.",Mid-Senior level,Full-time,Information Technology,Information Technology and Services
museum coordinator at lancashire constabulary 2599639402,Organizer,,TRUE,  Museum Coordinator,other,Lancashire Constabulary,"Hutton, England, United Kingdom",,,,,
administrator at wipro limited 2571270668,Administrator,"London, England, United Kingdom",TRUE, Administrator,other,Wipro Limited,"City of London, England, United Kingdom",Chef Automate-L3 (Mandatory)Google Cloud Admin-L1Linux Admin-L1,,,,
E28098pet partnerE28099 home based independent travel consultant self employed at petspyjamas 2593922902,Partner,,TRUE,‘PET PARTNER’  HOME BASED INDEPENDENT TRAVEL CONSULTANT SELF EMPLOYED,other,PetsPyjamas,United Kingdom,,,,,
aerospace manufacturing engineer at alten ltd uk 2554858817,Aerospace Engineer,,TRUE,Aerospace Manufacturing Engineer,other,ALTEN LTD - UK,"England, United Kingdom","Composite layup, Automated Fibre Placement (AFP), Pre-preg, Resin transfer moulding (RTM)Composite materials, Tooling technologies, design feasibility and tool planning.Process planning and assembly planningTolerance Stack upCAPP (Computer Aided Process Planning) using Siemens TeamcenterPPAP, PFMEA, Six Sigma, 8D,3D CAD Modelling & DetailingManaging concessionsCompetitive salary in line with level of experienceA chance to work on the many of most exciting engineering projects and technologiesPrivate Medical & Travel InsurancePension SchemeCycle-to-work Scheme among many additional benefits",Not Applicable,Full-time,Engineering and Manufacturing,"Mechanical or Industrial Engineering, Aviation & Aerospace, and Automotive"
associate imaging scientist at ixico 2570426102,Sports Scientist,,TRUE,Associate Imaging Scientist,other,IXICO,"London, England, United Kingdom","AspirationAbilityAgilityAccountabilitySupport scoping of analytics solutions for ‘Product X’ deliverables for pharma clients in nominated projectsProvide technical and scientific input to assure streamlined project definition and delivery of identified requirementsAdvise on expected development effortDesign development and validation plans to meet technical and quality requirementsProvide technical description of data analytics solutions into proposals, charters, other study documents as well as marketing material.Lead on development of analysis solutions for imaging and wearables to address Product X requirements and innovation roadmapLead on timely completion of development plansExecute development plans and assure on-time deliveryComplete full CSV documentation to allow efficient handover to deployment teamPerform scientific validation of results as part of user acceptance testing.Define and roll-out endpoint QC work instructions for novel analysis solutionsAssess potential analysis methods and image viewing applications.Incorporate, test and validate external analysis methods and tools (i.e. image viewing applications) that will be required for new analysis workflows.Execute analysis pipelines in R&D environmentPerform Data QC for novel analytics solutions and in R&D projectsPerform Data Management activities in R&D projectsActively stay engaged in relevant developments in imaging and wearable data analytics in IXICO therapeutic areasBased on planned development activities, propose topics for external scientific communicationPrepare and present scientific abstracts at target conferencesActively support Product Marketing with scientific content for IXICO website and other channelsUniversity qualification in a scientific or analytical discipline.Doctorate in a relevant subject or comparable research experience and a track record of relevant publications.Expertise in at least one imaging modality and relevant analysis.Strong computer skills and good programming experience in a Linux environment (ideally in Python).Innovative thinking and applying a pragmatic problem-solving approach.Good oral and written skills to enable effective communication at all levels within the company.Good understanding of neuroanatomy and its presentation within various imaging modalities.Good research skills (assimilating papers and other sources of technical information).Generous employer pension contribution,25 days annual leave, increasing up to 28 days with every year at IXICO,Annual salary review and discretionary company bonus scheme,Life Assurance scheme,Various discounts in retail, food & drink and entertainment through our benefit portal,Sociable and highly supportive team,internal career development opportunities,Work in an industry where you make a difference every single day.",,,,
defence mechanical systems engineer at alten ltd uk 2550599870,Aerospace Engineer,,TRUE,Defence Mechanical Systems Engineer,other,ALTEN LTD - UK,United Kingdom,"Managing complex engineering tasks, stakeholder and customer requirementsEngineering verification and validation activitiesEnsuring customer requirements have been metIdentifying and solving issues emerging from lifecycle stagesProviding engineering advice and capability to support acceptance, build, test and commissioning activitiesEngineering lifecycle development and delivery of compressible gas systems and their supporting equipment.Experience of compressible gas flow calculationsSystem of systems problems solvingDegree in a relevant engineering discipline with demonstrable experience.SC ClearableCompetitive salary in line with level of experienceA chance to work on the many of most exciting engineering projects and technologiesPrivate Medical & Travel InsurancePension SchemeCycle-to-work Scheme among many additional benefits",,,,
freelance content production associate at plum guide 2594627229,Photographer,,TRUE,Freelance Content Production Associate,other,Plum Guide,"London, England, United Kingdom","Supporting the team on special projects Sub-editing and uploading neighbourhood and local area content for our listings Reaching out to small businesses to feature themSupporting the team on all things photography Liaising with our network of global photographers Assisting with the merchandising inboxManaging and updating reshootsSupporting the team on home selection  Assisting with the quality control pipeline, including tracking, assigning and liaising with other internal teams Helping with research for briefing guides i.e. what does a Plum home look like in Greece vs San DiegoManaging Inbound leads Coordinating our host inbox and adding relevant leads to SalesforceExcellent communication skills, especially written (ideally you are able to proofread/sub-edit small pieces of copy)Lots of attention to detail Proactive problem-solving skillsOrganised and can juggle many tasks at onceA positive and resilient person with a can-do attitudeA self-starter who takes initiatives and thrives in a fast-faced, dynamic environmentYou love getting things done quickly, but never at the expense of doing things well and doing things properly",,,,
